,index,Player,G,GS,MP,FG,WS,BPM,VORP,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,HOF,all_star_appear,URL,nba_champ,all_defensive,all_star_mvp,league_mvp,scoring_champ,all_nba,finals_mvp,def_poy,stl_champ,ast_champ,trb_champ,blk_champ
97,99,Calvin Murphy*,1002.0,0.0,30607.0,7247.0,84.10000000000001,0.9999999999999991,16.4,15030.0,10.0,72.0,7237.0,14958.0,3445.0,3864.0,499.0,952.0,2103.0,4402.0,1165.0,51.0,822.0,17949.0,1,1.0,murphca01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,100,Calvin Natt,701.0,371.0,22028.0,4672.0,64.39999999999999,-15.899999999999999,16.5,8994.0,19.0,83.0,4653.0,8911.0,2632.0,3452.0,1637.0,3202.0,4839.0,1493.0,635.0,228.0,1484.0,11995.0,0,1.0,nattca01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,101,Campy Russell,566.0,63.0,16781.0,3398.0,35.8,-11.2,11.200000000000001,7397.0,34.0,93.0,3364.0,7304.0,2123.0,2750.0,893.0,1803.0,2696.0,1684.0,594.0,114.0,1025.0,8953.0,0,1.0,russeca02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,103,Carl Landry,669.0,148.0,16001.0,2930.0,47.6,-17.4,3.400000000000001,5516.0,10.0,37.0,2920.0,5479.0,1917.0,2447.0,1347.0,2001.0,3348.0,484.0,311.0,298.0,848.0,7787.0,0,0.0,landrca01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,104,Carlos Boozer,861.0,775.0,26901.0,5847.0,80.2,13.799999999999997,22.099999999999998,11221.0,1.0,14.0,5846.0,11207.0,2281.0,3158.0,2037.0,6155.0,8192.0,1928.0,765.0,346.0,1824.0,13976.0,0,2.0,boozeca01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,105,Carmelo Anthony,1053.0,1053.0,38085.0,9300.0,105.00000000000001,19.8,31.200000000000003,20575.0,1267.0,3638.0,8033.0,16937.0,6259.0,7680.0,1860.0,5132.0,6992.0,3278.0,1098.0,517.0,2931.0,26126.0,0,10.0,anthoca01,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
103,106,Caron Butler,1011.0,819.0,32535.0,5259.0,56.199999999999996,-8.200000000000001,16.9,12183.0,886.0,2538.0,4373.0,9645.0,2819.0,3332.0,1228.0,3849.0,5077.0,2245.0,1326.0,257.0,1814.0,14223.0,0,2.0,butleca01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,107,Cazzie Russell,817.0,0.0,22213.0,5172.0,51.5,-11.8,0.20000000000000007,11154.0,0.0,0.0,5172.0,11154.0,2033.0,2459.0,343.0,685.0,3068.0,1838.0,239.0,33.0,35.0,12377.0,0,1.0,russeca01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,108,Cedric Ceballos,746.0,378.0,17687.0,4001.0,46.8,-23.499999999999996,6.3,8085.0,304.0,1005.0,3697.0,7080.0,1913.0,2539.0,1463.0,2452.0,3915.0,867.0,532.0,229.0,1180.0,10219.0,0,1.0,cebalce01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,109,Cedric Maxwell,916.0,568.0,25737.0,3686.0,84.00000000000001,26.500000000000004,30.1,6770.0,1.0,20.0,3685.0,6750.0,3901.0,4983.0,2283.0,3413.0,5696.0,2059.0,710.0,447.0,1977.0,11274.0,0,0.0,maxwece01,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,110,Channing Frye,871.0,470.0,19936.0,2936.0,40.300000000000004,-3.900000000000002,9.8,6673.0,1069.0,2747.0,1867.0,3926.0,877.0,1066.0,786.0,3263.0,4049.0,877.0,462.0,550.0,796.0,7818.0,0,0.0,fryech01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,111,Charles Barkley*,1073.0,1012.0,39330.0,8435.0,177.10000000000002,111.7,93.60000000000001,15605.0,538.0,2020.0,7897.0,13585.0,6349.0,8643.0,4260.0,8286.0,12546.0,4215.0,1648.0,888.0,3376.0,23757.0,1,11.0,barklch01,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0
109,112,Charles Oakley,1282.0,1159.0,40280.0,4835.0,89.4,15.499999999999996,35.300000000000004,10263.0,68.0,269.0,4767.0,9994.0,2679.0,3522.0,3924.0,8281.0,12205.0,3217.0,1351.0,384.0,2785.0,12417.0,0,1.0,oaklech01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,113,Charles Smith,908.0,493.0,21157.0,3678.0,45.19999999999999,-93.30000000000001,9.100000000000003,7951.0,122.0,453.0,3556.0,7498.0,2352.0,3087.0,1412.0,2515.0,3927.0,1132.0,653.0,954.0,1328.0,9830.0,0,0.0,smithch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,113,Charles Smith,908.0,493.0,21157.0,3678.0,45.19999999999999,-93.30000000000001,9.100000000000003,7951.0,122.0,453.0,3556.0,7498.0,2352.0,3087.0,1412.0,2515.0,3927.0,1132.0,653.0,954.0,1328.0,9830.0,0,0.0,smithch02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,113,Charles Smith,908.0,493.0,21157.0,3678.0,45.19999999999999,-93.30000000000001,9.100000000000003,7951.0,122.0,453.0,3556.0,7498.0,2352.0,3087.0,1412.0,2515.0,3927.0,1132.0,653.0,954.0,1328.0,9830.0,0,0.0,smithch04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,115,Charlie Villanueva,656.0,163.0,13578.0,2652.0,22.5,-26.5,0.6999999999999998,6097.0,716.0,2101.0,1936.0,3996.0,788.0,1021.0,795.0,2224.0,3019.0,549.0,329.0,349.0,650.0,6808.0,0,0.0,villach01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,116,Chauncey Billups,1274.0,1158.0,40323.0,5767.0,141.70000000000002,23.9,43.2,13936.0,2245.0,5810.0,3522.0,8126.0,5524.0,6172.0,599.0,3012.0,3611.0,6843.0,1322.0,204.0,2666.0,19303.0,0,5.0,billuch01,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
115,117,Chet Walker*,1032.0,0.0,33433.0,6876.0,117.5,4.6,5.5,14628.0,0.0,0.0,6876.0,14628.0,5079.0,6384.0,245.0,593.0,7314.0,2126.0,117.0,10.0,0.0,18831.0,1,7.0,walkech01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,118,Chris Bosh,893.0,881.0,31936.0,6209.0,106.00000000000001,17.700000000000003,27.5,12581.0,305.0,910.0,5904.0,11671.0,4466.0,5591.0,1927.0,5665.0,7592.0,1795.0,730.0,932.0,1807.0,17189.0,0,11.0,boshch01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,119,Chris Ford,875.0,201.0,24780.0,3698.0,39.00000000000001,-3.4999999999999996,13.5,8016.0,126.0,336.0,3572.0,7680.0,1040.0,1415.0,944.0,1458.0,2668.0,3093.0,1267.0,217.0,936.0,8562.0,0,0.0,fordch01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,120,Chris Gatling,951.0,92.0,19056.0,3939.0,44.699999999999996,-48.9,-0.7000000000000003,7726.0,70.0,286.0,3869.0,7440.0,2252.0,3388.0,1717.0,3492.0,5209.0,635.0,653.0,479.0,1515.0,10200.0,0,1.0,gatlich01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,121,Chris Kaman,735.0,538.0,19642.0,3432.0,24.700000000000003,-29.999999999999993,-0.20000000000000015,7023.0,1.0,24.0,3431.0,6999.0,1343.0,1808.0,1487.0,4095.0,5582.0,921.0,322.0,931.0,1544.0,8208.0,0,1.0,kamanch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,122,Chris Mills,568.0,328.0,17282.0,2391.0,37.7,-10.0,8.700000000000001,5541.0,439.0,1251.0,1952.0,4290.0,1136.0,1391.0,772.0,2036.0,2808.0,1063.0,421.0,247.0,726.0,6357.0,0,0.0,millsch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,123,Chris Morris,747.0,436.0,18748.0,3144.0,37.300000000000004,11.7,16.8,7136.0,497.0,1625.0,2647.0,5511.0,1399.0,1894.0,1516.0,2028.0,3544.0,1182.0,917.0,540.0,1171.0,8184.0,0,0.0,morrich01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,124,Chris Mullin*,986.0,822.0,32163.0,6740.0,93.09999999999998,35.5,38.6,13243.0,815.0,2120.0,5925.0,11123.0,3616.0,4178.0,1026.0,3008.0,4034.0,3450.0,1530.0,549.0,2315.0,17911.0,1,5.0,mullich01,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
123,125,Chris Paul,834.0,834.0,29646.0,5493.0,154.7,89.2,71.50000000000001,11614.0,997.0,2692.0,4496.0,8922.0,3627.0,4189.0,569.0,3115.0,3684.0,8251.0,1911.0,90.0,2024.0,15610.0,0,9.0,paulch01,0.0,9.0,1.0,0.0,0.0,8.0,0.0,0.0,6.0,4.0,0.0,0.0
124,126,Chris Webber,959.0,954.0,35038.0,8036.0,91.5,50.800000000000004,49.29999999999999,16946.0,283.0,938.0,7753.0,16008.0,2817.0,4294.0,2525.0,6648.0,9173.0,4032.0,1351.0,1294.0,2602.0,19172.0,0,5.0,webbech01,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
125,127,Chris Wilcox,767.0,291.0,15052.0,2542.0,32.300000000000004,-32.0,0.9999999999999999,4704.0,0.0,24.0,2542.0,4680.0,1139.0,1767.0,1184.0,2579.0,3763.0,554.0,381.0,296.0,852.0,6223.0,0,0.0,wilcoch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,128,Christian Laettner,1020.0,811.0,29918.0,4755.0,75.4,22.400000000000002,26.700000000000003,9863.0,105.0,405.0,4650.0,9458.0,3451.0,4204.0,1923.0,4786.0,6709.0,2545.0,1059.0,792.0,2256.0,13066.0,0,1.0,laettch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,129,Chuck Person,943.0,622.0,28941.0,5576.0,38.800000000000004,-9.8,12.9,12176.0,1220.0,3370.0,4356.0,8806.0,1486.0,2056.0,1162.0,3601.0,4763.0,2645.0,683.0,197.0,1952.0,13858.0,0,0.0,persoch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,130,Chucky Atkins,864.0,390.0,20973.0,2931.0,33.8,-53.6,0.49999999999999967,7192.0,1127.0,3137.0,1804.0,4055.0,1188.0,1534.0,231.0,1192.0,1423.0,2876.0,563.0,42.0,1220.0,8177.0,0,0.0,atkinch01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,131,Clarence Weatherspoon,1046.0,662.0,30929.0,4397.0,65.7,-5.9,14.499999999999998,9356.0,10.0,52.0,4387.0,9304.0,2676.0,3610.0,2398.0,5246.0,7644.0,1465.0,995.0,883.0,1584.0,11480.0,0,0.0,weathcl01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,132,Clem Haskins,681.0,0.0,17624.0,3515.0,35.8,-5.6,0.4,7824.0,0.0,0.0,3515.0,7824.0,1713.0,2163.0,119.0,237.0,2087.0,2382.0,127.0,30.0,0.0,8743.0,0,0.0,haskicl01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,133,Cliff Hagan*,745.0,0.0,21731.0,5239.0,75.0,0.0,0.0,11630.0,0.0,0.0,5239.0,11630.0,2969.0,3722.0,0.0,0.0,5116.0,2242.0,0.0,0.0,0.0,13447.0,1,6.0,hagancl01,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
132,134,Cliff Robinson,697.0,472.0,21459.0,5011.0,34.2,-15.599999999999998,5.0,10739.0,7.0,42.0,5004.0,10697.0,2052.0,2846.0,1537.0,4309.0,5846.0,1369.0,743.0,544.0,1720.0,12081.0,0,0.0,robincl01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,135,Clifford Robinson,1451.0,873.0,44250.0,7591.0,91.39999999999999,1.7999999999999998,29.0,17398.0,1320.0,3708.0,6271.0,13690.0,3622.0,5262.0,1906.0,4609.0,6515.0,3198.0,1464.0,1443.0,2568.0,20124.0,0,1.0,robincl02,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,136,Clyde Drexler*,1162.0,1025.0,40265.0,8906.0,147.3,99.1,81.4,18911.0,974.0,3011.0,7932.0,15900.0,5062.0,6404.0,2767.0,4390.0,7157.0,6487.0,2343.0,764.0,3163.0,23848.0,1,10.0,drexlcl01,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
135,137,Clyde Lee,822.0,0.0,22341.0,2432.0,36.7,-12.3,-0.6,5650.0,0.0,0.0,2432.0,5650.0,1340.0,2165.0,928.0,1637.0,8383.0,893.0,110.0,84.0,0.0,6204.0,0,1.0,leecl01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,138,Clyde Lovellette*,704.0,0.0,19075.0,4784.0,70.59999999999998,0.0,0.0,10795.0,0.0,0.0,4784.0,10795.0,2379.0,3141.0,0.0,0.0,6663.0,1097.0,0.0,0.0,0.0,11947.0,1,4.0,lovelcl01,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,139,Connie Dierking,828.0,0.0,17505.0,3210.0,14.9,0.0,0.0,7740.0,0.0,0.0,3210.0,7740.0,1521.0,2208.0,0.0,0.0,5426.0,1185.0,0.0,0.0,0.0,7941.0,0,0.0,dierkco01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,140,Connie Hawkins*,578.0,0.0,19995.0,3417.0,54.7,4.199999999999999,7.6,7260.0,0.0,0.0,3417.0,7260.0,2398.0,3062.0,508.0,1265.0,4536.0,2459.0,357.0,231.0,0.0,9232.0,1,5.0,hawkico01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
139,141,Corey Brewer,942.0,341.0,21916.0,3170.0,24.499999999999996,-16.099999999999998,4.7,7512.0,578.0,2084.0,2592.0,5428.0,1483.0,2070.0,711.0,1976.0,2687.0,1503.0,1183.0,254.0,1153.0,8401.0,0,0.0,breweco01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,142,Corey Maggette,827.0,478.0,23358.0,4065.0,62.199999999999996,-16.3,9.500000000000002,8969.0,463.0,1431.0,3602.0,7538.0,4605.0,5599.0,915.0,3107.0,4022.0,1696.0,590.0,139.0,1874.0,13198.0,0,0.0,maggeco01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,143,Corliss Williamson,963.0,342.0,21962.0,4201.0,41.2,-49.50000000000001,-2.7,8586.0,6.0,48.0,4195.0,8538.0,2281.0,3191.0,1428.0,2335.0,3763.0,1111.0,550.0,297.0,1512.0,10689.0,0,0.0,willico02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,144,Courtney Lee,835.0,546.0,23162.0,3110.0,42.800000000000004,-2.6,10.700000000000001,6854.0,880.0,2290.0,2230.0,4564.0,1031.0,1212.0,376.0,1834.0,2210.0,1375.0,840.0,242.0,798.0,8131.0,0,0.0,leeco01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,145,Craig Ehlo,873.0,321.0,21071.0,2977.0,41.099999999999994,1.3000000000000003,16.9,6579.0,621.0,1684.0,2356.0,4895.0,917.0,1330.0,996.0,2143.0,3139.0,2456.0,989.0,232.0,1225.0,7492.0,0,0.0,ehlocr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,146,Craig Hodges,820.0,262.0,17726.0,2808.0,32.599999999999994,-26.700000000000003,2.8000000000000003,6082.0,724.0,1763.0,2084.0,4319.0,758.0,914.0,348.0,756.0,1104.0,2068.0,642.0,32.0,949.0,7098.0,0,0.0,hodgecr01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,147,Curtis Rowe,590.0,0.0,18277.0,2821.0,34.2,-11.399999999999999,2.0,5847.0,0.0,0.0,2821.0,5847.0,1231.0,1756.0,913.0,1892.0,4264.0,932.0,199.0,193.0,164.0,6873.0,0,1.0,rowecu01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,148,Cuttino Mobley,813.0,645.0,30006.0,4727.0,56.599999999999994,-3.9999999999999996,16.5,10911.0,1235.0,3209.0,3492.0,7702.0,2409.0,2889.0,588.0,2543.0,3131.0,2203.0,952.0,343.0,1653.0,13098.0,0,0.0,moblecu01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,149,D.J. Augustin,866.0,213.0,20471.0,2723.0,43.0,-36.3,2.0999999999999996,6742.0,1080.0,2892.0,1643.0,3850.0,1862.0,2161.0,211.0,1333.0,1544.0,3355.0,522.0,35.0,1324.0,8388.0,0,0.0,augusdj01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,150,Dale Davis,1155.0,891.0,30913.0,3704.0,90.20000000000003,23.0,29.5,7013.0,0.0,8.0,3704.0,7005.0,1582.0,2807.0,3455.0,5525.0,8980.0,1025.0,723.0,1335.0,1133.0,8990.0,0,1.0,davisda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,151,Dale Ellis,1302.0,618.0,36766.0,7729.0,88.4,-12.899999999999999,20.900000000000002,16152.0,1813.0,4523.0,5916.0,11629.0,2768.0,3544.0,1612.0,2818.0,4430.0,1855.0,1036.0,191.0,1872.0,20039.0,0,1.0,ellisda01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,152,Damon Stoudamire,1009.0,897.0,32982.0,4897.0,60.10000000000001,-13.3,16.3,12090.0,1377.0,3917.0,3520.0,8173.0,2134.0,2565.0,810.0,2645.0,3455.0,6116.0,1096.0,90.0,2342.0,13305.0,0,0.0,stoudda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,153,Dan Issel*,718.0,236.0,22342.0,5424.0,82.39999999999999,15.0,21.900000000000002,10711.0,19.0,75.0,5405.0,10636.0,3792.0,4756.0,1686.0,4021.0,5707.0,1804.0,698.0,396.0,1281.0,14659.0,1,7.0,isselda01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,154,Dan Majerle,955.0,454.0,30206.0,3950.0,78.39999999999998,33.99999999999999,35.6,9171.0,1360.0,3798.0,2590.0,5373.0,1665.0,2246.0,1125.0,3140.0,4265.0,2755.0,1194.0,360.0,1116.0,10925.0,0,3.0,majerda01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,155,Dan Roundfield,746.0,270.0,23443.0,4289.0,65.0,20.599999999999998,25.8,8852.0,7.0,61.0,4282.0,8791.0,2733.0,3702.0,2445.0,4798.0,7243.0,1620.0,664.0,1117.0,1806.0,11318.0,0,3.0,roundda01,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
154,156,Dana Barros,850.0,264.0,19480.0,3281.0,49.699999999999996,-12.100000000000001,10.7,7140.0,1090.0,2652.0,2191.0,4488.0,1249.0,1456.0,232.0,1377.0,1609.0,2837.0,740.0,46.0,1213.0,8901.0,0,1.0,barroda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,157,Danilo Gallinari,522.0,450.0,16426.0,2385.0,46.99999999999999,8.9,12.399999999999999,5687.0,939.0,2555.0,1446.0,3132.0,2314.0,2683.0,411.0,2046.0,2457.0,1003.0,426.0,229.0,685.0,8023.0,0,0.0,gallida01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,158,Danny Ainge,1115.0,562.0,30132.0,5123.0,78.2,15.999999999999998,25.600000000000005,10956.0,1118.0,2956.0,4005.0,8000.0,1881.0,2220.0,766.0,2257.0,3023.0,4601.0,1226.0,140.0,1711.0,13245.0,0,1.0,aingeda01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,159,Danny Ferry,917.0,186.0,18133.0,2505.0,34.699999999999996,-16.0,5.000000000000001,5615.0,677.0,1724.0,1828.0,3891.0,752.0,895.0,647.0,1903.0,2550.0,1185.0,384.0,292.0,811.0,6439.0,0,0.0,ferryda01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,160,Danny Granger,627.0,433.0,19334.0,3448.0,49.8,-8.1,15.899999999999999,7979.0,1049.0,2772.0,2399.0,5207.0,2248.0,2644.0,705.0,2316.0,3021.0,1138.0,573.0,498.0,1144.0,10193.0,0,1.0,grangda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,161,Danny Manning,951.0,464.0,26722.0,5612.0,58.6,16.4,23.400000000000002,11036.0,44.0,216.0,5568.0,10820.0,2502.0,3461.0,1654.0,3426.0,5080.0,2324.0,1099.0,834.0,2086.0,13770.0,0,2.0,mannida01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,162,Danny Schayes,1256.0,483.0,24622.0,3364.0,50.49999999999999,-55.09999999999999,4.6,7061.0,4.0,31.0,3360.0,7030.0,3045.0,3788.0,2050.0,4335.0,6385.0,1517.0,624.0,948.0,1848.0,9777.0,0,0.0,schayda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,163,Darrell Armstrong,906.0,353.0,20903.0,2752.0,50.499999999999986,52.0,21.0,6784.0,951.0,2874.0,1801.0,3910.0,1521.0,1747.0,689.0,1695.0,2384.0,3572.0,1178.0,106.0,1623.0,7976.0,0,0.0,armstda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,164,Darrell Griffith,765.0,412.0,21403.0,5237.0,22.0,-15.200000000000001,3.5999999999999996,11305.0,530.0,1596.0,4707.0,9709.0,1387.0,1961.0,780.0,1739.0,2519.0,1627.0,931.0,242.0,1632.0,12391.0,0,0.0,griffda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,165,Darrell Walker,757.0,358.0,19112.0,2503.0,27.599999999999998,-1.7999999999999987,14.100000000000001,5778.0,6.0,103.0,2497.0,5675.0,1457.0,2053.0,1079.0,2113.0,3192.0,3329.0,1123.0,227.0,1486.0,6469.0,0,0.0,walkeda01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,166,Darren Collison,563.0,378.0,16635.0,2646.0,35.4,-1.8999999999999995,7.3,5640.0,460.0,1211.0,2186.0,4429.0,1397.0,1639.0,259.0,1217.0,1476.0,2716.0,617.0,82.0,1171.0,7149.0,0,0.0,collida01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,167,Darryl Dawkins,732.0,232.0,17268.0,3479.0,46.199999999999996,-71.30000000000001,10.3,6088.0,2.0,15.0,3477.0,6073.0,1783.0,2608.0,1127.0,3310.0,4437.0,919.0,345.0,1025.0,1628.0,8743.0,0,0.0,dawkida01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,168,Darwin Cook,678.0,147.0,15299.0,2697.0,23.8,-10.399999999999999,6.1000000000000005,5953.0,63.0,321.0,2634.0,5632.0,870.0,1134.0,458.0,957.0,1415.0,2375.0,1115.0,213.0,1210.0,6327.0,0,0.0,cookda01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,169,Dave Bing*,901.0,0.0,32769.0,6962.0,68.69999999999999,1.9999999999999998,8.6,15769.0,0.0,0.0,6962.0,15769.0,4403.0,5683.0,418.0,741.0,3420.0,5397.0,483.0,89.0,216.0,18327.0,1,7.0,bingda01,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
168,170,Dave Corzine,891.0,309.0,20772.0,3097.0,37.49999999999999,-17.9,9.3,6401.0,10.0,53.0,3087.0,6348.0,1411.0,1889.0,1747.0,3515.0,5262.0,1477.0,369.0,848.0,1340.0,7615.0,0,0.0,corzida01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,171,Dave Cowens*,766.0,89.0,29565.0,5744.0,86.3,23.3,26.200000000000003,12499.0,1.0,14.0,5743.0,12485.0,2027.0,2590.0,1574.0,5122.0,10444.0,2910.0,599.0,488.0,543.0,13516.0,1,8.0,cowenda01,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
170,172,Dave DeBusschere*,951.0,0.0,34145.0,6228.0,66.19999999999999,1.7,2.5,14389.0,0.0,0.0,6228.0,14389.0,2838.0,4058.0,134.0,623.0,10506.0,2688.0,67.0,39.0,0.0,15294.0,1,8.0,debusda01,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
171,173,Dave Gambee,809.0,0.0,15591.0,3030.0,37.7,0.0,0.0,7173.0,0.0,0.0,3030.0,7173.0,2454.0,2986.0,0.0,0.0,4148.0,804.0,0.0,0.0,0.0,8514.0,0,0.0,gambeda01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,174,Dave Greenwood,890.0,436.0,24773.0,3418.0,48.60000000000001,-7.4,13.499999999999998,7207.0,4.0,29.0,3414.0,7178.0,2054.0,2690.0,2061.0,4878.0,6939.0,1710.0,630.0,788.0,1565.0,8894.0,0,0.0,greenda01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
